_id,name,propertyType,capacity,numOfReviews,price,host.name,country,street
26263467,RAMBLAS 1,Apartment,5,3,100.00,undefined,undefined,undefined
_id,name,propertyType,capacity,numOfReviews,price,host.name,country,street
26263467,RAMBLAS 1,Apartment,5,3,100.00,undefined,undefined,undefined
_id,name,propertyType,capacity,numOfReviews,price,host.name,country,street
26263467,RAMBLAS 1,Apartment,5,3,100.00,undefined,undefined,undefined
_id,name,propertyType,capacity,numOfReviews,price,host.name,country,street
26263467,RAMBLAS 1,Apartment,5,3,100.00,undefined,undefined,undefined
_id,name,propertyType,capacity,numOfReviews,price,host.name,country,street
26263467,RAMBLAS 1,Apartment,5,3,100.00,undefined,undefined,undefined
32541101,RAMBLAS AREA NEAR THE BEACH!! L,Apartment,4,0,80.00,undefined,undefined,undefined
2924834,RARE: Large Room + Big Townhouse = Better Stay,Townhouse,2,71,80.00,undefined,undefined,undefined
14741201,RE.. BIG AND CLASSIC 2 BEDROOM IN ARPOADOR,Apartment,8,6,261.00,undefined,undefined,undefined
12971533,REFÚGIO BOAS VINDAS!,Condominium,3,181,35.00,undefined,undefined,undefined
17496002,RENOVATED STUDIO in Astoria!!! 15mins to the city,Apartment,3,57,99.00,undefined,undefined,undefined
2213067,RIO BY THE BEACH CONDO BARRA DA TIJUCA,Apartment,6,24,671.00,undefined,undefined,undefined
2968272,RIO DE JANEIRO - FIFA WORLD CUP,Apartment,8,0,1865.00,undefined,undefined,undefined
3567993,ROMANTIC Apartment WIFI in center,Apartment,5,270,120.00,undefined,undefined,undefined
1145567,ROOM + ENSUITE INNER CITY MOD HOUSE,House,1,12,125.00,undefined,undefined,undefined
6288998,ROOM FOR FEMALE FLATMATE,Apartment,1,4,53.00,undefined,undefined,undefined
19704903,ROOM SWEET ROOM. only 25 min from the center.,Apartment,2,61,23.00,undefined,undefined,undefined
28061127,Rahat ve Güvenilir,Apartment,1,1,63.00,undefined,undefined,undefined
8664238,Rambla I - Plaça Catalunya,Apartment,2,5,41.00,undefined,undefined,undefined
8013090,Rambutan - Only 8min. walking from Paseo de Gracia,Serviced apartment,4,3,188.00,undefined,undefined,undefined
1200438,Ranch Abode Loft in Bushwick,Loft,4,39,99.00,undefined,undefined,undefined
32242177,Rare 2 Bedroom + Loft Townhouse on the North Shore,Townhouse,8,0,341.00,undefined,undefined,undefined
22370331,Rattan,Apartment,2,2,196.00,undefined,undefined,undefined
19499950,ReUrban Flats - Santa Catarina #3,Loft,2,7,55.00,undefined,undefined,undefined
20214521,Real GEM : Unbeatable location in DT,Loft,4,46,66.00,undefined,undefined,undefined
30341193,Recanto agua,Apartment,2,2,25.00,undefined,undefined,undefined
28042682,Recently renovated one bed apt in Happy Valley,Apartment,2,1,801.00,undefined,undefined,undefined
4044871,Recién Re1 Apart delS.18 Núcleo Bcn,Apartment,2,2,89.00,undefined,undefined,undefined
8281579,Red Apple Apart No: 05 - 3ed Floor,Apartment,6,0,527.00,undefined,undefined,undefined
9686887,Rede na varanda com vista verde,Apartment,6,6,500.00,undefined,undefined,undefined
13223739,Reduced! Special deal $119 Free Wifi,Condominium,2,44,119.00,undefined,undefined,undefined
19550563,Refreshing and Well-located Apt. w/Parking space!,Apartment,2,86,60.00,undefined,undefined,undefined
3632907,Relax in Taksim,Apartment,4,76,127.00,undefined,undefined,undefined
23122981,Relax in the Raval - Room with Balcony,Apartment,2,27,50.00,undefined,undefined,undefined
310414,Relax on the Terrace of a Darlinghurst Home,Townhouse,2,104,151.00,undefined,undefined,undefined
22947339,Relaxed and comfortable,Apartment,5,1,385.00,undefined,undefined,undefined
17344027,Relaxing Stylish Room near Train and Attractions,Apartment,2,61,103.00,undefined,undefined,undefined
1068505,Relaxing and Roomy in Crown Heights,Apartment,2,46,50.00,undefined,undefined,undefined
24417981,Relaxing view walking distance from the beach.,Condominium,6,0,1303.00,undefined,undefined,undefined
32338747,Relaxing, Spacious, Great Location In Waikiki!,Apartment,4,0,230.00,undefined,undefined,undefined
22199234,Remodeled penthouse in Gracia *Bcn*,Apartment,6,30,140.00,undefined,undefined,undefined
7928490,Renatus Aparts,Aparthotel,4,1,148.00,undefined,undefined,undefined
12757761,Renovated 2 Bedroom/2 Bathroom Apartment P0305,Serviced apartment,7,2,195.00,undefined,undefined,undefined
18908638,Renovated 20min train to enter city 5min to subway,Townhouse,1,90,41.00,undefined,undefined,undefined
10751153,Renovated Classic Design Studio with Sun Room,Apartment,3,32,58.00,undefined,undefined,undefined
26340840,Renovated Federalist House with a Private Garden and Hot Tub,House,10,20,299.00,undefined,undefined,undefined
12083780,Renovated Modern Apartment with Cathedral Views,Apartment,6,165,199.00,undefined,undefined,undefined
30325676,Renovated sunny 3 Bedroom apartment - easy parking,Apartment,6,4,119.00,undefined,undefined,undefined
12088301,Rent All Apartament (100m²) netx to BRT station,Loft,2,1,239.00,undefined,undefined,undefined
28925068,Rent Room from Textile Engineer,Apartment,2,0,153.00,undefined,undefined,undefined
12489523,Rent for Olympic Games,Apartment,6,0,951.00,undefined,undefined,undefined
564578,Rent room Copacabana Rio de Janeiro,Apartment,2,21,201.00,undefined,undefined,undefined
10471178,Rented Room,Apartment,1,0,112.00,undefined,undefined,undefined
839334,Repos & Manna Downtown Montreal,  Rm #1, sleeps 3,Bed and breakfast,3,0,157.00,undefined,undefined,undefined
24579565,Repos de Ouro  Street of city park,Apartment,6,3,120.00,undefined,undefined,undefined
31083177,Residence/ 4 kişilik küçük tatlı bir ev :),House,4,0,111.00,undefined,undefined,undefined
13277230,Resort perfeito para olimpíadas,Apartment,5,0,933.00,undefined,undefined,undefined
16653189,Resort style living,House,1,7,39.00,undefined,undefined,undefined
28345462,Resort w/3 Pools &1 min to famous Beach Remodeled!,Condominium,4,15,159.00,undefined,undefined,undefined
10166986,Resort-like living in Williamsburg,Apartment,4,1,220.00,undefined,undefined,undefined
16134812,Resort-style living one stop from Central station,Apartment,2,1,100.00,undefined,undefined,undefined
20578419,Retreat in Chic Cozy 2BR APT - ❤️ of SYD CBD,Apartment,6,85,218.00,undefined,undefined,undefined
6068649,Retro Apart in city center near Galata Tower,Apartment,2,13,395.00,undefined,undefined,undefined
20893660,Reveillon, Eventos, Férias, Passeio, Feriado 1,House,10,1,1999.00,undefined,undefined,undefined
29240750,Rhodes Meriton Apartment,Condominium,2,4,60.00,undefined,undefined,undefined
21066228,Ribeira - Dixo's Oporto Apartments IV,Apartment,4,82,70.00,undefined,undefined,undefined
12421800,Ribeira 24 (4),Apartment,2,0,75.00,undefined,undefined,undefined
10006546,Ribeira Charming Duplex,House,8,51,80.00,undefined,undefined,undefined
10628126,Ribeira Smart Flat,Apartment,6,132,80.00,undefined,undefined,undefined
22374646,Ribeira Trendy Apartment,Apartment,4,8,120.00,undefined,undefined,undefined
12448766,Ribeiro de Moinho,Cottage,8,5,200.00,undefined,undefined,undefined
7494035,Right in the heart of Montreal!!,Apartment,2,3,125.00,undefined,undefined,undefined
13306630,Rio Antigo, quarto aconchegante!,Apartment,2,0,63.00,undefined,undefined,undefined
13559998,Rio Olympic VIP Accommodations,Apartment,3,0,1865.00,undefined,undefined,undefined
4591790,Rio Parque Condominio Clube,Apartment,8,4,149.00,undefined,undefined,undefined
23077196,Rio Rentals 021 - C001 Super reformed studio in Copacabana, hyper comfortable for up to 4 people.,Apartment,4,0,216.00,undefined,undefined,undefined
3288487,Rio de Janeiro - Unforgettable!,Apartment,1,0,746.00,undefined,undefined,undefined
8710268,Rio de Janeiro, Paraíso Méier - II,House,2,1,86.00,undefined,undefined,undefined
13316078,Rio de Janeiro- próximo ao Parque Olimpico,Apartment,6,0,1044.00,undefined,undefined,undefined
4995138,Rio122 - Beachfront apartment in Copacabana,Apartment,6,0,1529.00,undefined,undefined,undefined
6871500,Riverfront Porto & Douro, Spectacular Views!,Apartment,4,137,85.00,undefined,undefined,undefined
2141667,Riverview at Lovely Harlem/UWS Home,Apartment,3,131,93.00,undefined,undefined,undefined
16549021,Rob's Beach Terrace,Townhouse,8,63,350.00,undefined,undefined,undefined
19326382,Robissey,Apartment,1,0,58.00,undefined,undefined,undefined
20896819,Rock in rio 10,House,4,0,1000.00,undefined,undefined,undefined
32112187,Rolls villa 勞斯花園,Farm stay,3,0,2496.00,undefined,undefined,undefined
688528,Romantic Red for 2 in Beyoglu,Bed and breakfast,2,0,717.00,undefined,undefined,undefined
17734475,Romantic Studio at the Wine Cellars,Apartment,2,73,45.00,undefined,undefined,undefined
3855119,Romantic and quiet apartment with Air Conditioning,Apartment,2,85,80.00,undefined,undefined,undefined
8844419,Romantic loft near historic center,Loft,4,126,60.00,undefined,undefined,undefined
13776897,Romantic one bedroom apartment in Eixample,Apartment,4,0,100.00,undefined,undefined,undefined
29799437,Romantic room with amazing terrace in the center,Apartment,3,7,51.00,undefined,undefined,undefined
30921897,Romantic studio with stunning Galata Tower View,House,2,4,179.00,undefined,undefined,undefined
28106504,Roof House +Free Breakfast+Wi-Fi+15 min to Airport,Townhouse,8,3,142.00,undefined,undefined,undefined
12220612,Roof Top Terrace,Loft,4,89,221.00,undefined,undefined,undefined
10186755,Roof double bed private room,Loft,2,0,185.00,undefined,undefined,undefined
9733671,Roof top apartment BEST LOCATION,Apartment,8,0,1175.00,undefined,undefined,undefined
25970511,Roofie,Apartment,4,0,58.00,undefined,undefined,undefined
18157368,Room  in Taksim/Pera very Close to İstiklal Str.,Apartment,2,14,53.00,undefined,undefined,undefined
1575430,Room - Bostancı Metro Station,Apartment,1,0,90.00,undefined,undefined,undefined
11055163,Room 1 near Jordan Mtr station 1min,Apartment,2,105,400.00,undefined,undefined,undefined
11095139,Room 3 near Jardan mtr station 1min,Apartment,2,139,298.00,undefined,undefined,undefined
21641743,Room 4, 3 mins to MTR,Guest suite,2,17,479.00,undefined,undefined,undefined
4150857,Room @Eixample, 8 minutes walk from Passeig Gràcia,Apartment,2,0,75.00,undefined,undefined,undefined
7276469,Room @comfy and chic flat in center,Apartment,2,2,121.00,undefined,undefined,undefined
23953865,Room A4,Apartment,3,34,79.00,undefined,undefined,undefined
10138784,Room Close to LGA and 35 mins to Times Square,Apartment,2,123,46.00,undefined,undefined,undefined
10354347,Room For Erasmus,Apartment,2,1,37.00,undefined,undefined,undefined
23532756,Room Free Breakfast close to Hagia Sophia401,Bed and breakfast,2,0,127.00,undefined,undefined,undefined
15126808,Room at Copacabana beach! 3 min to beach,Apartment,2,69,60.00,undefined,undefined,undefined
27794194,Room at Fancy Building,Apartment,2,2,148.00,undefined,undefined,undefined
19508342,Room available in Mong Kok  (Mk1e),Apartment,1,0,173.00,undefined,undefined,undefined
23257630,Room available in Sheung Wan (SW9c),Apartment,1,0,188.00,undefined,undefined,undefined
32678211,Room available in central (ml23a),Apartment,1,0,243.00,undefined,undefined,undefined
11933497,Room double bed $ 740 for 2 weeks,Apartment,2,0,53.00,undefined,undefined,undefined
30366799,Room for 2 people with  bathroom  Sagrada Familia,Apartment,2,14,42.00,undefined,undefined,undefined
2990911,Room for 2- 200m from the beach!,Apartment,2,0,328.00,undefined,undefined,undefined
13043773,Room for June Mile End/Little Italy,Apartment,1,0,36.00,undefined,undefined,undefined
8606636,Room for Woman Solo Traveller,House,1,0,58.00,undefined,undefined,undefined
662403,Room for rent in Ortakoy at,Bed and breakfast,1,0,121.00,undefined,undefined,undefined
794910,Room for two in amazing Surry Hills,Apartment,2,65,95.00,undefined,undefined,undefined
19396377,Room for two in prime location in Porto,Apartment,2,18,30.00,undefined,undefined,undefined
27594466,Room in Barcelona Near Sagrada Familia,Apartment,3,9,35.00,undefined,undefined,undefined
29979255,Room in Beyoglu,House,2,0,79.00,undefined,undefined,undefined
4790969,Room in Brooklyn, 20 min from Manh,Apartment,2,48,40.00,undefined,undefined,undefined
19160496,Room in Duplex, 5 minutes from beach.,Condominium,2,23,29.00,undefined,undefined,undefined
263190,Room in East Village with Private Entrance,Apartment,1,69,88.00,undefined,undefined,undefined
323213,Room in Ipanema at 600 m beach!,Apartment,2,10,149.00,undefined,undefined,undefined
5084164,Room in Jardim Botanico garden area,Apartment,2,0,298.00,undefined,undefined,undefined
6708622,Room in Kurtuluş close to subway,Apartment,2,1,79.00,undefined,undefined,undefined
6233015,Room in New and Modern Apartment,Apartment,1,0,39.00,undefined,undefined,undefined
26342532,Room in Osmanbey,Apartment,2,5,90.00,undefined,undefined,undefined
24278775,Room in Plateau Mont-Royal,Apartment,2,17,55.00,undefined,undefined,undefined
20588113,Room in Pointe Claire heritage home,House,2,73,60.00,undefined,undefined,undefined
6171211,Room in Prospect Heights,Apartment,2,0,32.00,undefined,undefined,undefined
